TDWG,LEVEL3_NAME,Lon,Lat,Area,Clim.PC1,Clim.PC2,MAT_ANO,MTCQ_ANO,ELE_STD,MAT_STD,realm,wals,glottolog,Human,vas_rich,med_rich,residuals
ABT,Alberta,-114.5109586,55.16847238,660544.61,-4.568004613,-0.520918815,275.1756488,392.6241211,410.3132678,2.075433772,Nearctic,3,5,16,1647,758,39.61521539
AFG,Afghanistan,66.02653864,33.83890296,642131.1,-3.014177464,2.056554017,51.2574734,48.84003999,1103.846183,7.606659479,Palearctic,7,34,65,4535,1334,65.43062592
AGE,Argentina Northeast,-61.25823203,-32.60227234,1123396.67,-0.382888934,1.105104995,130.5809264,71.84914487,181.1500651,2.691479328,Neotropic,5,9,10,5360,1601,175.2622442
AGS,Argentina South,-68.83039105,-44.42958738,783430.9,-2.541711636,0.287737522,43.21400012,19.00322832,452.4247604,3.195729675,Neotropic,2,5,10,2097,426,-378.1129928
AGW,Argentina Northwest,-66.36119564,-29.14959223,874445.12,-1.560150614,1.794804491,94.9809391,40.83799646,1489.780746,6.741088334,Neotropic,5,4,10,5387,1430,-0.881448259
ALA,Alabama,-86.82906784,32.79389912,134488.53,0.057529331,-0.746814391,70.57170727,61.16719631,90.42991622,1.294206178,Nearctic,2,2,16,3062,1011,23.0476274
ALB,Albania,20.06837242,41.14254637,28638.71,-1.175235344,-0.651178009,43.15322031,28.95328111,527.2114344,3.244158777,Palearctic,1,2,45,3457,1269,205.7973113
ALD,Aldabra,46.38345351,-9.412807798,183.83,2.391661526,1.927995012,211.2387466,197.1352514,1.811129582,0.053575146,Afrotropic,0,0,2,197,115,-327.1494471
ALG,Algeria,2.632362328,28.1633545,2320939.88,-1.289051381,3.782319739,157.2535396,92.17788432,320.7351776,3.48223978,Palearctic,5,14,130,3662,1080,-22.25665019
ALT,Altay,84.13073238,51.96816239,262320.43,-4.725808418,-0.567959385,75.48530358,224.5489161,803.5152282,3.121499541,Palearctic,1,2,40,2606,940,38.91887837
ALU,Aleutian Is.,-108.5379159,52.80766048,12573.62,-1.599634209,-3.50403214,20.76833729,73.64988854,236.1872693,1.021442356,Nearctic,0,1,25,370,137,-338.1071805
AMU,Amur,127.7254487,53.39992279,360081.14,-6.035386465,-0.309086934,145.5983596,360.491662,312.6863263,2.450723429,Palearctic,0,0,30,1440,742,63.05019116
AND,Andaman Is.,92.78132302,12.27997874,5958.87,4.654861441,0.188431196,219.5582687,210.7371682,60.85287134,0.326984913,Indomalaya,5,13,65,1813,1212,461.9910319
ANG,Angola,17.57181504,-12.3357622,1245269.91,0.713475672,2.350723546,159.1020835,137.0755072,368.4770455,1.71519186,Afrotropic,4,29,12,6216,2233,644.1881415
ANT,Antarctica,21.30394693,-80.44593994,12302932.39,,,,,925.967016,10.60687346,Antarctica,0,0,0,3,0,-405.191064
ARI,Arizona,-111.6575963,34.29669616,294300.97,-1.871334769,2.548568745,51.99122858,39.56592159,625.0372728,4.726083347,Nearctic,9,8,16,3622,1311,216.363635
ARK,Arkansas,-92.44235749,34.90084347,137550.68,-0.581806874,-0.398136231,3.891932387,156.9174658,135.1278583,1.051513635,Nearctic,1,2,16,2197,834,10.83629426
ARU,Aruba,-69.97713313,12.51668736,207.19,1.67017726,2.880343926,219.6099229,207.9838049,28.72214521,0.136693298,Neotropic,0,1,14,288,173,-286.4855959
ASC,Ascension,-14.3632866,-7.938079755,98.83,0.144666424,1.725236341,208.4331848,195.1340393,148.0764062,0.801061734,Afrotropic,0,0,0.2,36,17,-394.4777993
ASK,Alaska,-152.4711869,64.30501188,1488696.33,-5.017512151,-1.683454313,132.0814377,254.5218071,481.2937594,4.152475128,Nearctic,15,18,25,1402,509,-162.7105379
ASP,Amsterdam-St. Paul Is.,77.53284994,-37.97877628,71.95,0.233778708,-2.573478156,87.4446284,65.1615448,241.0815942,0.96220859,Afrotropic,0,0,0.1,31,4,-406.5252636
ASS,Assam,92.85194548,25.4827162,171631.7,3.384766269,-0.226813852,168.1066174,112.1081821,497.8982886,2.531917378,Indomalaya,26,98,65,6430,3378,1748.419616
ATP,Antipodean Is.,167.927082,-50.99242823,857.85,-0.266683344,-4.12921385,31.62052429,6.844272242,134.6738733,0.749005993,Australasia,0,0,1,207,18,-426.0545184
AUT,Austria,14.13049501,47.5920478,83894.92,-1.929471712,-1.909116518,36.32000998,133.747252,651.3052854,3.122370695,Palearctic,3,2,40,3863,1149,8.451416821
AZO,Azores,-27.06916208,38.2706244,2100.72,0.531277729,-0.833007613,119.3874279,89.69241032,258.091787,1.355299554,Palearctic,0,0,1.3,563,272,-239.8750564
BAH,Bahamas,-76.5004385,24.1666829,12841.59,1.896213928,1.196115678,199.1522005,165.381482,3.727549644,0.585953046,Neotropic,0,1,7,1084,483,-128.1292708
BAL,Baleares,2.900068554,39.55938907,5096.71,-0.97049065,1.142261038,103.6466475,56.71523123,154.1809148,0.914011804,Palearctic,0,0,6,1479,608,-78.37958689
BAN,Bangladesh,90.27093153,23.83299497,139139.27,3.257921806,0.827363403,201.1238103,144.1856551,57.60787604,0.538492691,Indomalaya,6,21,65,4175,2814,1614.013192
BEN,Benin,2.343259931,9.647652716,116649.54,2.269541582,2.723154244,209.1045242,193.3928289,112.8801571,0.720878203,Afrotropic,8,36,12,2321,1468,621.2134102
BER,Bermuda,-64.75637722,32.31349498,40.28,1.961599596,-0.880955947,160.8535614,119.6366692,10.96303829,0.152081958,Nearctic,0,0,0.4,199,123,-319.5304614
BGM,Belgium,4.773152529,50.576268,33107.28,-1.692115935,-1.660076032,9.307508107,92.70792626,165.0234208,0.834533497,Palearctic,4,5,45,2033,840,48.07946347
BIS,Bismarck Archipelago,150.6265362,-4.936901663,49137.17,6.392689009,-3.987233247,196.9762971,188.28372,393.2091652,1.899323335,Australasia,24,89,30,1666,540,-182.0044201
BKN,Burkina,-1.739834269,12.27792186,273387.67,1.700893665,3.840481873,215.3801364,188.3831084,48.40812177,0.542497687,Afrotropic,18,56,15,1844,1135,379.0853109
BLR,Belarus,28.04696571,53.5402221,206854.04,-2.934357694,-1.021973602,107.9227647,273.4953773,29.39100698,0.580304112,Palearctic,1,1,30,1485,803,115.4773703
BLT,Baltic States,24.50203088,56.67179107,188287.34,-2.833257283,-1.146982066,186.2132084,324.7294357,50.37757239,0.660992802,Palearctic,6,10,30,1763,773,32.51638839
BLZ,Belize,-88.68282364,17.2185052,22210.93,3.386434483,0.230545428,186.2020151,158.8445379,229.469567,1.172682399,Neotropic,2,2,12,3625,1249,153.7921136
BOL,Bolivia,-64.67053986,-16.71511345,1090169.43,1.095280282,1.356283709,142.0783517,113.2303971,1544.341325,7.24102086,Neotropic,21,52,10,14848,2761,-472.2693987
BOR,Borneo,114.2000166,0.867890526,743471.14,5.968799938,-3.095746543,196.4854296,189.1283415,333.7566754,1.737956398,Indomalaya,24,142,40,11883,2340,-328.4157603
BOT,Botswana,23.81507477,-22.18204586,579812.1,-0.555457562,3.508910407,146.5582168,94.39716895,102.6957626,1.2463167,Afrotropic,9,14,150,2498,1308,427.4936483
BRC,British Columbia,-124.7569631,54.75407132,942638.47,-3.371001364,-2.055930275,185.9812388,271.8611897,508.9468256,3.122010879,Nearctic,22,30,10,2344,937,85.83174625
BRY,Buryatiya,109.5025411,53.55446059,350886.04,-5.881169511,-0.459605857,148.3832971,333.7103481,462.3159488,2.426107035,Palearctic,1,2,40,1809,736,-13.24693956
BUL,Bulgaria,25.2313767,42.76135302,110817.8,-2.26141761,-0.182397995,28.18258663,77.65996578,428.8042745,1.998745909,Palearctic,1,4,45,4010,1329,160.4468688
BUR,Burundi,29.88681075,-3.356304234,27302.15,1.058398861,1.14960176,140.9798945,136.0937546,365.0694114,2.130573044,Afrotropic,1,2,200,2811,1258,317.8649169
BZC,Brazil West-Central,-54.29442685,-15.29799181,1613687.98,2.280228093,1.562744949,179.5616944,161.0295142,210.1668352,1.377696464,Neotropic,19,47,10,9862,1916,-367.400852
BZE,Brazil Northeast,-41.7295316,-8.635179224,1550737.62,1.854678514,2.218537418,191.3792139,178.1179342,245.867681,1.730466826,Neotropic,8,38,10,11435,2004,-579.0685664
BZL,Brazil Southeast,-45.48097772,-19.72534707,926895.03,1.475595646,1.200629477,158.326586,130.7421665,276.4342811,1.769921256,Neotropic,0,13,10,18200,2115,-1756.849296
BZN,Brazil North,-59.25074171,-4.630617529,3849262.88,4.131891891,-0.120833799,199.5711508,191.2109118,132.5857677,0.764006944,Neotropic,49,161,10,13451,2200,-767.1309391
BZS,Brazil South,-52.26177998,-27.56814167,565569.48,1.365412739,-1.283612572,129.7580639,86.56043097,332.6146305,1.608599624,Neotropic,2,7,10,8568,1667,-369.8846266
CAB,Cabinda,12.46228731,-5.041229577,7012.16,1.736993808,1.911551218,189.763003,163.2672267,143.3224811,0.573111962,Afrotropic,1,0,12,939,441,-142.5057371
CAF,Central African Republic,20.48276784,6.571447681,621235.16,2.002555506,2.168010427,197.9884183,184.6416802,142.5963262,0.919652396,Afrotropic,12,57,130,3694,1894,785.6471217
CAL,California,-119.5874549,37.23999046,407654.86,-1.732774474,1.788476004,54.9457176,14.90949422,738.2774312,4.974584464,Nearctic,47,69,16,5765,1388,-114.8931431
CAY,Cayman Is.,-80.82909683,19.431525,307.33,2.863612239,1.247295809,207.1976406,189.95127,7.018428793,0.115029179,Neotropic,0,1,0.3,554,340,-170.1604923
CBD,Cambodia,104.9212402,12.7140315,182705.02,2.943330401,1.782910711,205.5980101,179.5987727,179.7039787,1.135788778,Indomalaya,3,15,65,3933,2181,1027.115918
CGS,Chagos Archipelago,72.28982913,-7.081251358,104.91,5.21818864,-1.900260828,223.1556244,216.2027771,3.032417444,0.078631834,Indomalaya,0,0,0.3,53,42,-372.7164205
CHA,Chad,18.66460375,15.3611377,1276294.66,0.30662706,4.676398198,208.6925731,162.7757914,301.2634237,2.127939839,Afrotropic,35,113,130,2150,1232,417.7901293
CHC,China South-Central,104.640891,28.51736896,1309800.04,-1.08183143,0.143054843,81.84946299,6.90663574,1346.609026,6.201197648,Indomalaya,25,200,45,20177,6264,2015.518109
CHH,Hainan,109.7420098,19.20103623,34129.1,2.039776805,0.911064512,201.933665,137.7811541,227.7699346,1.080519723,Indomalaya,2,6,40,3627,1889,793.4110993
CHI,Inner Mongolia,113.5548353,43.79697592,1200606.05,-4.727002305,1.184020032,44.59263356,204.3411055,398.9420111,4.043007013,Palearctic,3,5,40,2775,1351,417.7231735
CHM,Manchuria,126.4988421,45.75175656,788395.11,-4.424554465,0.440680985,67.07202629,250.1440576,238.3028974,3.254272041,Palearctic,4,4,40,2485,1308,429.970241
CHN,China North-Central,109.454869,37.42761071,1109792.56,-3.151925728,1.142167446,26.8480636,95.83707974,917.6950692,3.936602377,Palearctic,2,12,45,5564,2667,1202.39879
CHQ,Qinghai,96.04684807,35.77342914,734082.98,-5.087105501,-0.347587657,77.49822199,171.7693148,785.6917169,3.743041403,Palearctic,8,8,45,2207,922,96.93122297
CHS,China Southeast,114.4271419,28.08960648,1427334.33,0.079326636,0.141787221,119.6379544,24.10534357,292.4304006,2.57081938,Indomalaya,11,61,45,11471,4749,2159.073177
CHT,Tibet,88.11841654,31.712301,1134671.81,-4.938502363,-0.565153384,82.51921839,164.672013,490.9967487,3.568806749,Palearctic,8,20,50,7108,2585,826.2557822
CHX,Xinjiang,85.25096208,41.12316666,1629675.9,-4.685991182,1.328710775,14.63067693,147.0643583,1417.682159,6.898580767,Palearctic,3,10,40,3467,1027,-38.10775997
CKI,Cocos (Keeling) Is.,96.85559708,-12.17188243,28.85,4.272961121,-0.915787706,214.4408264,207.2099915,2.351725376,0.022628764,Indomalaya,0,0,0.1,76,66,-353.0980845
CLC,Chile Central,-71.50360801,-34.96793939,186470.85,-1.052102992,0.12425078,60.62889925,20.20202758,1037.745266,4.532190828,Neotropic,1,3,12,3023,494,-486.5225946
CLM,Colombia,-73.07536004,3.899940025,1140611.73,4.672155791,-1.447271567,186.3631315,176.6159272,823.7520747,4.499886827,Neotropic,54,98,12,24931,2846,-2308.152784
CLN,Chile North,-69.43770693,-23.869117,260185.44,-2.25216232,1.499109382,58.27058969,26.89686078,1569.48582,5.110060978,Neotropic,1,2,12,1751,326,-412.1975261
CLS,Chile South,-72.52704616,-48.21628617,298607.44,-0.275060627,-4.039293835,15.14847666,48.34311402,458.1975642,2.698776518,Neotropic,2,6,12,1378,290,-377.1383668
CMN,Cameroon,12.74325047,5.685796322,466812.82,2.828664717,1.106343365,188.0206428,175.0022974,320.3100686,1.693891302,Afrotropic,53,250,12,7110,2491,731.8747679
CNT,Connecticut,-72.72758095,41.62574308,12824.64,-1.905070238,-1.915728939,158.4259389,272.2414285,101.7162933,0.828326513,Nearctic,0,3,16,1747,872,134.5645025
CNY,Canary Is.,-15.67748558,28.33813028,7532.12,-0.710194823,1.690107563,133.9385134,103.5995605,551.8222524,2.827480619,Palearctic,1,1,3,1650,438,-280.956306
COL,Colorado,-105.5337039,38.99914653,269942.4,-3.491126643,0.763729065,59.53045003,173.6903257,688.5419182,3.841123032,Nearctic,2,1,16,2777,1115,181.3421593
COM,Comoros,43.9794997,-12.08508881,2181.96,3.476926198,-0.293539889,185.6208615,170.9342484,455.5752779,2.449787932,Afrotropic,0,5,1.3,1105,427,-188.1299205
CON,Congo,15.22427245,-0.840074754,345578.76,2.823933945,0.77853987,182.3171147,169.5925301,138.2806152,0.746556415,Afrotropic,8,43,12,3985,1756,592.209547
COO,Cook Is.,-158.7919122,-20.68746738,201.61,3.495850366,-1.395040859,197.2455254,181.5969448,79.51185641,0.884205664,Oceania,0,1,1.1,296,144,-317.0096529
COR,Corse,9.105312296,42.15818981,8769.16,-1.136274827,0.044702768,59.05786604,10.15913792,485.7765958,2.577571395,Palearctic,0,1,11,2214,903,76.59767306
COS,Costa Rica,-84.18900416,9.970483318,51272.68,4.576512316,-1.177139094,188.3624452,178.0117473,681.0988531,3.893273887,Neotropic,3,12,12,10703,1793,-650.6173477
CPI,C. American Pacific Is.,-91.88643742,6.546287354,31.96,8.93444229,-3.872620529,212.7206116,200.7122803,126.3246963,1.739049982,Neotropic,0,0,0.2,208,91,-353.2450255
CPP,Cape Provinces,22.53403917,-30.90217924,662119.88,-1.340716631,2.11802639,120.5157097,60.93152961,418.8848633,2.041934533,Afrotropic,5,9,150,15755,2263,-1143.059365
CPV,Caprivi Strip,23.25700383,-17.92034394,20155.9,-0.067142352,3.554583713,157.1396087,114.3279027,44.69306219,0.466462356,Afrotropic,1,3,150,602,397,-122.3048345
CRL,Caroline Is.,146.7114782,7.212394877,1286.92,7.520106766,-4.861155873,221.6677132,218.7296126,117.5448872,0.668167076,Oceania,4,4,0,1036,443,-158.9849286
CRZ,Crozet Is.,51.61850122,-46.34319821,352.68,0.943530269,-6.080800564,3.888538904,17.1660805,203.7395896,0.954801295,Antarctica,0,0,0.06,22,4,-404.8106995
CTA,Chita,116.2008257,52.8406914,430105.88,-6.173561369,-0.034487925,145.2683138,348.2564599,307.0971652,2.580541043,Palearctic,0,0,40,1527,697,1.476070906
CTM,Chatham Is.,-176.5029737,-43.95966232,704.03,-0.526677894,-1.957391952,72.10951309,41.58112301,82.21068455,0.514425984,Australasia,0,0,0.5,358,44,-428.8210949
CUB,Cuba,-79.03522543,21.62012559,110269.75,2.215893147,1.259701019,196.6877868,169.0617778,151.2496663,0.991077597,Neotropic,0,2,7,6148,1105,-470.8573737
CVI,Cape Verde,-24.10306511,15.98732287,3537.42,0.551144294,2.957937532,166.5116812,149.2822933,444.4205182,2.430069014,Afrotropic,0,1,0.5,535,310,-196.5408568
CYP,Cyprus,33.21867825,35.04300313,9259.08,-1.029525766,2.204317585,119.4501191,54.44307596,291.0400727,1.811098624,Palearctic,2,3,12,1643,648,-69.62275609
CZE,Czechoslovakia,16.90966574,49.35117627,127274.32,-2.367500362,-0.842306846,41.90790799,154.9603633,238.0079903,1.453486968,Palearctic,2,5,30,3666,1100,-3.018678704
DEL,Delaware,-75.51281006,38.99814067,5064.58,-1.034041467,-0.865495742,67.35546941,201.937097,19.00756348,0.354974879,Nearctic,0,1,16,1572,717,12.90325009
DEN,Denmark,10.05081371,55.96231824,42756.69,-2.183586532,-1.437577179,131.2444207,244.8316756,24.56854459,0.449776451,Palearctic,1,5,12,1824,670,-82.1045465
DJI,Djibouti,42.57794604,11.7498223,21518.48,0.7127106,3.602764993,228.1364944,182.4743687,286.1612702,1.776861734,Afrotropic,0,0,130,782,457,-96.59611775
DOM,Dominican Republic,-70.48543965,18.89309066,48566.42,2.283478703,0.805523348,188.3181292,170.4286964,485.6259062,3.172447938,Neotropic,0,1,7,3948,971,-185.7416892
DSV,Desventurados Is.,-79.9604038,-26.31159104,6.01,,,,,78.13577926,0.287868133,Neotropic,0,0,0,28,10,-399.9537422
EAI,East Aegean Is.,26.7956822,37.77924814,5593.28,-0.820662894,1.272775633,102.7201263,27.21949097,200.0831912,1.587800429,Palearctic,0,0,0,2108,720,-86.20857123
EAS,Easter Is.,-109.3158806,-27.11727498,189.32,1.422758441,-0.625241108,160.5578749,140.656233,105.6596174,0.515612207,Oceania,1,1,1.5,41,20,-392.4303349
ECU,Ecuador,-78.39320695,-1.452910023,249013.54,3.370555154,-1.38279542,155.0129866,145.7442472,1200.754032,5.822237896,Neotropic,11,21,12,18323,2117,-1778.281673
EGY,Egypt,29.5313701,26.35781078,927977.39,-1.408579446,3.353461504,153.459082,83.15159488,200.1070655,1.940086146,Palearctic,4,7,130,1625,748,33.80637223
EHM,East Himalaya,92.91094723,27.79711548,132423.65,0.088223629,-0.698112306,77.00938082,9.607876253,1415.673235,7.813493831,Indomalaya,20,54,65,7866,3540,1636.851378
ELS,El Salvador,-88.86559446,13.73614153,20661.97,2.765504063,1.886094657,183.1891564,170.1988482,336.8545597,1.847456217,Neotropic,1,5,12,3526,1135,58.6523194
EQG,Equatorial Guinea,10.47599001,1.567921819,25005.36,3.639456135,-0.247797211,175.541709,163.5384482,241.0736678,1.069783471,Afrotropic,1,6,12,1509,598,-94.09480077
ERI,Eritrea,38.85291013,15.35884128,121464.34,0.730028176,3.629969917,202.4959043,162.8852624,586.2452327,3.041574107,Afrotropic,7,7,130,1842,1005,249.4663252
ETH,Ethiopia,39.6160194,8.626140571,1132217.8,1.157985331,2.405087748,173.8442562,159.6906912,710.5108921,4.216981232,Afrotropic,41,88,130,5192,1994,600.267442
FAL,Falkland Is.,-59.37234604,-51.7398244,11706.78,-2.013832006,-1.859118096,14.27445034,29.50099463,90.69309656,0.46152828,Neotropic,0,0,0.2,183,29,-410.4823473
FIJ,Fiji,160.7916367,-17.46392685,19381.54,4.628391483,-2.161479968,194.1254596,176.7813461,209.0760975,1.238854862,Oceania,3,7,2.9,1714,514,-217.1487623
FIN,Finland,26.2588367,64.49433632,333788.47,-3.812726982,-1.459101215,244.8017501,364.2317147,102.8074699,2.11473188,Palearctic,2,9,12,2780,593,-341.2293621
FLA,Florida,-82.48405094,28.65142195,146787.31,1.302137937,0.458643381,138.6350974,52.80358338,17.37821449,1.59353577,Nearctic,1,3,12,3163,1040,32.80640734
FOR,Føroyar,-6.863636018,62.050314,1589.99,1.29792045,-5.940614958,116.992933,199.0080817,131.2004769,0.599651459,Palearctic,0,1,1.5,360,162,-311.2021092
FRA,France,2.449730155,46.63235293,538198.81,-1.47805986,-1.132309204,31.22450126,33.38262118,416.3350932,2.051215941,Palearctic,7,15,45,6436,1557,-73.72342691
FRG,French Guiana,-53.24126852,3.924382847,83995.4,4.790419304,-0.96358578,205.311866,196.5094723,76.20425976,0.338720656,Neotropic,2,3,7,5251,1261,-143.9724787
GAB,Gabon,11.7971526,-0.590675636,261859.62,2.946638049,0.903776456,183.2270126,167.1112276,215.0232192,0.984185335,Afrotropic,6,34,12,5055,1710,342.3669187
GAL,Galápagos,-90.89331315,-0.562230836,7975.99,0.653315005,2.608469095,175.5573916,154.7598658,304.1994627,1.497094472,Neotropic,0,0,0.5,595,212,-305.9712846
GAM,"Gambia, The",-15.38562696,13.4529394,10755.91,1.650137351,4.06923089,211.3207561,179.7900492,15.09767114,0.38225738,Afrotropic,0,2,30,800,617,59.97475392
GEO,Georgia,-83.4466779,32.65409017,152555.87,-0.028259066,-0.314337252,81.19285063,38.78284528,145.3971796,1.652512889,Nearctic,4,1,16,3042,1016,31.85776999
GER,Germany,10.39233019,51.11015178,356279.08,-1.948888242,-1.332750373,44.03526941,146.2190935,239.4499357,0.875484072,Palearctic,15,23,45,4300,1108,-115.8001987
GGI,Gulf of Guinea Is.,7.976244143,2.369405535,3207.35,4.043888557,-1.139279216,169.8428688,159.7344005,508.7640324,2.314807525,Afrotropic,3,7,0.4,1938,883,109.1776408
GHA,Ghana,-1.207050125,7.959639297,240041,2.600552681,2.009931933,206.3676775,195.5250877,94.13916243,0.943201098,Afrotropic,22,67,15,3158,1698,691.758943
GIL,Gilbert Is.,174.3217036,-0.075627923,450.96,4.309106904,-0.954886034,233.790175,231.3107591,2.085598768,0.485835918,Oceania,0,0,5,96,80,-342.908227
GNB,Guinea-Bissau,-14.98748338,12.01619646,34101.87,2.908559878,3.00180926,205.3573716,179.6146534,29.06778174,0.357342168,Afrotropic,5,11,15,1420,947,271.8603337
GNL,Greenland,-41.39096492,74.71896346,2144642.02,-7.285079462,-5.266359414,295.1274893,400.98823,902.3923934,5.938086813,Nearctic,2,2,4,522,158,-346.0642641
GRB,Great Britain,-2.667712547,54.1326318,230148.77,-1.196604721,-2.32061361,66.73607925,151.3156554,159.0326394,1.312486058,Palearctic,8,16,12,3041,740,-243.9517229
GRC,Greece,22.67457493,39.36723826,117440.53,-1.546204191,0.506153681,66.41720869,11.20477419,435.1161779,2.587677096,Palearctic,2,11,45,5367,1404,-23.07130567
GST,Gulf States,53.87451176,24.12052144,82594.01,-0.224882827,4.674360605,200.7809908,126.6098,97.88271626,0.693398959,Palearctic,1,2,70,726,411,-131.9277185
GUA,Guatemala,-90.35694443,15.70230638,109376.06,3.263271261,0.199962337,164.2880117,142.2364102,789.1757677,4.279956857,Neotropic,18,41,12,8305,1824,-162.7812516
GUI,Guinea,-10.94184026,10.43853955,246052.04,2.912920029,2.184726517,195.5252131,172.5701296,223.5673705,1.526622649,Afrotropic,7,30,15,3555,1761,679.1276127
GUY,Guyana,-58.97416751,4.792379697,211602.57,4.006279544,-0.028153334,196.4626766,184.7079605,223.0380168,1.194121928,Neotropic,2,13,7,6467,1431,-205.6291479
HAI,Haiti,-72.68384348,18.93893862,27344.73,2.360050164,1.042987047,186.8046212,170.8587438,369.9332373,2.35945794,Neotropic,1,3,7,3709,919,-192.2104853
HAW,Hawaii,-156.3821741,20.27443256,16919.76,2.105936471,-1.41744035,142.9551371,128.9202193,866.7176771,4.593614657,Oceania,2,3,1.5,1307,134,-519.6123606
HBI,Howland-Baker Is.,-176.5780454,0.605031764,4.94,5.541533332,-1.953872587,,,,,Oceania,0,0,0,12,9,-397.9056282
HMD,Heard-McDonald Is.,73.49727342,-53.09067804,400.98,-2.63919085,-3.97812419,60.19643714,126.7769221,570.792494,3.452376004,Antarctica,0,0,0,11,1,-405.715121
HON,Honduras,-86.6201546,14.81592872,112565.21,2.613884754,0.706300452,177.355666,156.7386813,482.3754918,2.644867394,Neotropic,3,7,12,6697,1792,111.5542123
HUN,Hungary,19.41351505,47.1665173,92734.84,-2.345039745,-0.074787876,3.458351639,116.4676492,82.45838293,0.611222155,Palearctic,2,5,45,2572,1051,156.3961208
ICE,Iceland,-18.60571912,64.99764841,102279.37,-2.421658266,-3.59193967,205.5341629,309.3354781,371.8351663,2.032701142,Palearctic,2,3,1.1,789,202,-352.9296677
IDA,Idaho,-114.6539269,44.39671877,215982.41,-3.486357946,0.017075405,98.89280279,191.1800168,510.92836,2.776299427,Nearctic,3,2,16,2418,897,31.73421868
ILL,Illinois,-89.15471894,40.12111514,150021.51,-2.196794616,-0.357884852,100.0901658,262.027142,39.12111965,1.438232497,Nearctic,1,3,16,2320,1051,204.4039174
IND,India,78.38500961,21.72683562,2676362.98,1.39309214,3.429333391,199.7463461,140.5964262,231.2190821,1.373367687,Indomalaya,53,225,65,7898,3759,1849.75515
INI,Indiana,-86.28535884,39.91382309,94673.23,-1.990776233,-0.715221058,109.0546096,252.4375045,49.86788404,1.155843838,Nearctic,0,0,16,2017,960,171.1275775
IOW,Iowa,-93.49640075,42.07863115,145044.24,-2.912927954,0.183545971,154.3048115,307.2594557,65.61468253,1.003303827,Nearctic,0,0,16,1590,852,144.4741218
IRE,Ireland,-7.896570492,53.42679384,83650.54,-0.670073318,-2.557006861,39.95940222,104.9196739,92.4668724,0.539756192,Palearctic,4,5,12,1444,553,-126.7118374
IRK,Irkutsk,106.3584418,57.09665491,769899.56,-5.960149963,-0.610521501,147.4552782,346.601564,321.89511,2.41353636,Palearctic,1,2,40,1705,724,-5.434198113
IRN,Iran,54.30142285,32.56479713,1624420.19,-2.068238102,2.766532442,100.9577036,11.73001089,683.6540675,5.174837869,Palearctic,17,68,60,8185,1569,-394.9203961
IRQ,Iraq,43.7722378,33.04801462,436492.38,-1.479178533,3.852422931,140.3456233,44.02343368,318.5455114,2.546581236,Palearctic,6,22,90,3109,885,-111.9062077
ITA,Italy,12.15507355,43.52557329,250297.16,-1.546397656,-0.548660915,38.62791053,36.60889697,631.4920451,3.960351093,Palearctic,8,32,45,6102,1630,62.90595428
IVO,Ivory Coast,-5.555505006,7.631719608,322724.91,2.58426041,1.75796408,196.646157,186.2169623,123.5848984,0.693980309,Afrotropic,21,69,15,3779,1852,727.4540157
JAM,Jamaica,-77.31974834,18.15132857,11073.71,3.075213919,-0.121750668,185.376239,173.0220119,270.8316778,2.108923323,Neotropic,1,3,7,3083,906,-85.95302231
JAP,Japan,138.0289485,37.6020908,370404.88,-0.674294496,-1.778490152,18.9015811,112.9916368,388.4025651,3.910938936,Palearctic,3,13,35,5484,1818,368.6393602
JAW,Jawa,110.0767031,-7.288634373,131309.21,4.30171124,-0.629007297,193.2580771,186.5801061,415.5320082,2.798009111,Indomalaya,5,15,65,5393,2540,1107.975509
JNF,Juan Fernández Is.,-79.537658,-33.66269944,151.71,0.076049417,-0.612951642,115.5350889,90.40468725,108.2186468,0.569937096,Neotropic,0,0,0.2,258,40,-413.770382
KAM,Kamchatka,163.0080135,58.92828799,461775.69,-5.042623295,-2.191663013,160.9010173,303.9460915,340.6016482,3.217129408,Palearctic,3,6,25,1146,385,-237.9407128
KAN,Kansas,-98.36925056,38.48363463,211821.47,-2.393289722,1.265708492,66.62343225,240.1847878,248.5017225,0.934802335,Nearctic,2,1,16,1745,827,89.94551671
KAZ,Kazakhstan,67.30130123,48.16004423,2715439.12,-4.39616352,0.616717044,25.0151132,201.1476696,406.6043793,3.466329692,Palearctic,1,1,40,5308,1308,-107.831385
KEG,Kerguelen,69.47951572,-49.28875156,7440.04,-1.971717669,-3.21705244,21.72122178,73.91214809,226.8219373,1.506958946,Antarctica,0,0,0.09,32,6,-404.7157708
KEN,Kenya,37.85786204,0.529779858,584461.47,1.25013364,2.710659858,187.4462587,171.2996049,639.0567094,3.842990841,Afrotropic,14,56,200,6398,2348,724.515844
KER,Kermadec Is.,-177.9154558,-29.28166036,50.12,2.745814176,-2.226923972,144.9690297,119.5649999,101.5541425,0.505914376,Oceania,0,0,0.6,129,34,-395.1949623
KGZ,Kirgizistan,74.55549193,41.46490869,199306.01,-4.646227695,-0.569483262,47.91173688,170.7583216,1002.373644,6.112446591,Palearctic,2,2,40,3909,925,-224.3119111
KHA,Khabarovsk,137.129087,54.58518626,819181.06,-6.067787776,-1.037011568,165.5204819,363.4309688,399.2002491,3.971141099,Palearctic,6,6,30,1864,852,92.27516833
